Var1,sample10023,sample10025,sample10029,sample10031,sample10036,sample10037,sample10038,sample10040,sample10046,sample10048,sample10052,sample10058,sample10060,sample10080,sample10092,sample10100,sample10105,sample10106,sample10107,sample10114,sample10132,sample10135,sample10144,sample10150,sample10151,sample10158,sample10169,sample10183,sample10188,sample10197,sample10200,sample10206,sample10207,sample10208,sample10212,sample10215,sample10219,sample10221,sample10223,sample10226,sample10229,sample10231,sample10235,sample10244,sample10246,sample10250,sample10254,sample10258,sample10259,sample10262,sample10269,sample10271,sample10272,sample10273,sample10274,sample10298,sample10301,sample10302,sample10304,sample10315,sample10317,sample10318,sample10320,sample10325,sample10335,sample10339,sample10340,sample10341,sample10349,sample10350,sample10353,sample10354,sample10356,sample10357,sample10362,sample10364,sample10378,sample10390,sample10456,sample10463,sample10465,sample10473,sample10486,sample10487,sample10489,sample10497,sample10504,sample10508,sample10510,sample10512,sample10515,sample10519,sample10537,sample10541,sample10543,sample10559,sample10562,sample10570,sample10577,sample10583,sample10585,sample10586,sample10587,sample10589,sample10591,sample10592,sample10593,sample10618,sample10620,sample10621,sample10622,sample10627,sample10632,sample10639,sample10647,sample10657,sample10659,sample10661,sample10663,sample10678,sample10684,sample10698,sample10701,sample10716,sample10726,sample10733,sample10741,sample10776,sample10784,sample10788,sample10794,sample10797,sample10801,sample10802,sample10804,sample10805,sample10807,sample10808,sample10817,sample10832,sample10835,sample10838,sample10850,sample10869,sample10889,sample10890,sample10907,sample10913,sample10924,sample10947,sample10968,sample10976,sample10990,sample11031,sample11035,sample11049,sample11057,sample11062,sample11106,sample11124,sample11159,sample11168,sample11170,sample11171,sample11203,sample11209,sample11210,sample11213,sample11223,sample11226,sample11227,sample11243,sample11255,sample11294,sample11299,sample11311,sample11343,sample11354,sample11369,sample11379,sample11389,sample11409,sample11413,sample11419,sample11431,sample11432,sample11434,sample11448,sample11449,sample11450,sample11451,sample11452,sample11454,sample11459,sample11464,sample11467,sample11473,sample11475,sample11477,sample11480,sample11486,sample11487,sample11489,sample11492,sample11495,sample11501,sample11513,sample11521,sample11524,sample11526,sample11527,sample11528,sample11580,sample11607,sample11626,sample11638,sample11641,sample11675,sample11682,sample11694,sample11710,sample11720,sample11754,sample11788,sample11796,sample11818,sample11821,sample11822,sample11873,sample11885,sample11927,sample11942,sample11955,sample11965,sample11984,sample11996,sample12016,sample12070,sample12082,sample12101,sample12106,sample12165,sample12197,sample12204,sample12242,sample12243,sample12276,sample12340,sample12370,sample12389,sample12396,sample10061,sample10089,sample10109,sample10111,sample10138,sample10161,sample10182,sample10193,sample10209,sample10210,sample10242,sample10251,sample10261,sample10288,sample10294,sample10296,sample10299,sample10316,sample10327,sample10336,sample10376,sample10466,sample10470,sample10471,sample10484,sample10485,sample10502,sample10511,sample10517,sample10548,sample10549,sample10555,sample10569,sample10571,sample10572,sample10580,sample10581,sample10608,sample10610,sample10614,sample10619,sample10630,sample10634,sample10642,sample10681,sample10695,sample10728,sample10759,sample10766,sample10780,sample10793,sample10809,sample10811,sample10825,sample10831,sample11253,sample11315,sample11407,sample11457,sample11458,sample11461,sample11462,sample11502,sample11508,sample11511,sample11518,sample11667,sample10033,sample10047,sample10055,sample10081,sample10134,sample10140,sample10154,sample10165,sample10177,sample10198,sample10203,sample10334,sample10338,sample10345,sample10358,sample10366,sample10385,sample10545,sample10565,sample10568,sample10576,sample10579,sample10596,sample10601,sample10648,sample10697,sample10722,sample10749,sample10756,sample10785,sample10814,sample10853,sample10860,sample10866,sample10880,sample10888,sample10911,sample10934,sample10935,sample10967,sample10975,sample10980,sample10989,sample10992,sample11006,sample11008,sample11011,sample11029,sample11048,sample11110,sample11121,sample11151,sample11224,sample11237,sample11241,sample11281,sample11417,sample11423,sample11433,sample11438,sample11445,sample11453,sample11498,sample11510,sample11512,sample11819,sample11836,sample11851,sample11879,sample11891,sample11893,sample11929,sample11993,sample1,sample10059,sample10099,sample10103,sample10118,sample10152,sample10168,sample10171,sample10178,sample10191,sample10195,sample10201,sample10213,sample10232,sample10238,sample10260,sample10266,sample10284,sample10303,sample10307,sample10322,sample10332,sample10367,sample10380,sample10461,sample10468,sample10476,sample10483,sample10492,sample10513,sample10514,sample10527,sample10532,sample10544,sample10556,sample10566,sample10578,sample10582,sample10604,sample10616,sample10635,sample10645,sample10646,sample10656,sample10660,sample10665,sample10714,sample10715,sample10725,sample10747,sample10754,sample10760,sample10761,sample10765,sample10772,sample10813,sample10818,sample10839,sample10847,sample10931,sample11820,sample11826,sample11829,sample11831,sample11859,sample11899,sample11920,sample11921,sample11922,sample11940,sample11957,sample11982,sample12005,sample12014,sample10021,sample10030,sample10067,sample10073,sample10074,sample10091,sample10097,sample10119,sample10124,sample10126,sample10147,sample10185,sample10199,sample10236,sample10237,sample10248,sample10249,sample10265,sample10267,sample10277,sample10306,sample10308,sample10309,sample10323,sample10324,sample10330,sample10333,sample10371,sample10377,sample10389,sample10459,sample10462,sample10464,sample10469,sample10480,sample10503,sample10505,sample10523,sample10525,sample10542,sample10550,sample10584,sample10595,sample10598,sample10603,sample10609,sample10615,sample10628,sample10644,sample10667,sample10668,sample10670,sample10671,sample10674,sample10675,sample10694,sample10700,sample10709,sample10713,sample10717,sample10718,sample10720,sample10723,sample10731,sample10745,sample10762,sample10767,sample10774,sample10775,sample10812,sample10816,sample10819,sample10827,sample10829,sample10887,sample10938,sample11010,sample11030,sample11036,sample11045,sample11054,sample11081,sample11085,sample11097,sample11103,sample11128,sample11132,sample11141,sample11162,sample11238,sample11428,sample11472,sample11478,sample11490,sample11817,sample11823,sample11835,sample11838,sample11881,sample11888,sample11900,sample11918,sample11951,sample11956,sample11973,sample11974,sample12002,sample12020,sample12022,sample12024,sample12025,sample10034,sample10066,sample10076,sample10077,sample10078,sample10084,sample10096,sample10115,sample10120,sample10170,sample10194,sample10220,sample10230,sample10233,sample10239,sample10241,sample10252,sample10255,sample10256,sample10268,sample10275,sample10280,sample10281,sample10282,sample10283,sample10285,sample10286,sample10290,sample10312,sample10313,sample10329,sample10365,sample10368,sample10374,sample10803,sample10806,sample11074,sample11336,sample11424,sample12011,sample10323_1,sample10067_1,sample10147_1,sample10308_1,sample10307_1,sample10303_1,sample10532_1,sample10236_1,sample10126_1,sample10103_1,sample10185_1,sample10603_1,sample10480_1,sample10745_1,sample10260_1,sample10333_1,sample10267_1,sample10646_1,sample10462_1,sample10118_1,sample10505_1,sample10030_1,sample10091_1,sample10097_1,sample10099_1,sample10199_1,sample10717_1,sample10595_1
panSlackia_exigua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429,0,0,0,0,0,0,0,0,0,0,0,0.00613,0,0,0,0,0,0.01067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191,0,0,0,0,0,0,0,0,0.0063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panStreptococcus_gordonii,0.00828,0,0.01856,0,0,0,0,0.06261,0,0.0201,0.00471,0,0.00979,0.01003,0.00392,0.00552,0,0.06446,0.00587,0,0.03507,0,0.01415,0.01903,0.00565,0,0,0,0,0,0,0,0.06911,0.04512,0.00906,0,0.00302,0,0.00047,0.02759,0.01209,0.00436,0.06391,0.06218,0,0,0.0053,0,0.01121,0,0.01942,0.01731,0,0,0,0.04805,0,0.0029,0,0,0,0,0,0.07687,0.16422,0,0,0.0023,0,0,0.02018,0,0,0,0,0,0.00703,0,0.02336,0.06334,0,0.04359,0,0.12098,0,0,0.00347,0,0,0.00931,0,0,0.12415,0,0,0.00627,0,0,0,0,0,0.00281,0.00202,0.01099,0,0,0,0,0,0,0,0,0,0,0.02903,0.03766,0,0,0,0,0,0.01732,0,0,0,0.00034,0,0,0,0.00107,0,0,0,0,0.11677,0,0,0.00732,0,0,0,0,0,0,0.01223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01286,0,0.01394,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429,0,0,0,0.03193,0,0.04282,0.0084,0,0.02529,0.00245,0.01166,0,0.00793,0,0,0.00957,0,0,0.00171,0,0,0.01725,0.01383,0.14609,0,0,0.01433,0,0,0,0,0,0,0,0,0,0,0,0.01981,0.11454,0,0.04884,0.01599,0.01068,0.00788,0,0.01124,0,0,0,0.00242,0.00889,0,0,0,0,0,0,0,0,0,0,0,0,0.01164,0,0,0,0,0,0.00558,0,0.00413,0,0.0068,0,0.01158,0,0,0,0.00998,0,0.0601,0.00995,0.02752,0,0,0.03026,0,0.02393,0,0,0.23523,0,0,0.01396,0.00805,0,0,0,0,0,0,0.00163,0,0.01173,0,0,0.00157,0.00233,0.06114,0,0,0,0.00407,0,0.03285,0,0,0,0,0.00555,0,0,0,0,0,0,0,0,0.00666,0.00656,0.03307,0.00336,0,0.01343,0,0.28871,0,0,0,0,0,0,0,0.01352,0.01421,0,0.00384,0.03407,0.14359,0,0,0,0,0,0,0,0.00032,0,0,0,0.01285,0.02233,0,0,0.01129,0.06731,0,0.05836,0,0,0,0,0.05799,0.24812,0,0,0,0,0.0107,0,0.00071,0.11884,0,0,0,0,0,0.02567,0,0.00588,0,0.00637,0.0016,0,0,0,0,0,0,0.0049,0,0,0,0,0,0.08969,0.03021,0.20843,0,0.02484,0,0,0.02132,0,0,0.03482,0,0,0,0,0,0.02632,0,0,0,0.01813,0.04837,0,0,0,0,0,0,0,0.00056,0.03054,0,0,0,0.01204,0.01481,0,0.12091,0.04491,0,0,0,0.0194,0,0,0,0.00351,0,0,0,0,0,0.05134,0,0,0,0.09048,0.0019,0,0,0.11818,0,0.04938,0.02107,0,0,0.00799,0.00189,0,0,0,0.01082,0,0,0,0,0,0,0,0,0,0,0,0.03674,0,0,0.0016,0.00662,0.00373,0,0.17965,0,0.02164,0.02084,0.02617,0,0.00472,0,0.03752,0,0.00898,0.10615,0,0,0.00085,0,0.00042,0.00149,0,0.00511,0,0,0.00061,0,0.00896,0.0187,0,0,0,0.10032,0,0.01965,0.16712,0,0.02638,0,0,0,0,0,0,0,0,0.04858,0,0,0.06439,0,0,0.01717,0.011,0,0,0,0.03518,0.00972,0,0,0,0,0,0,0,0.01652,0.00911,0,0,0.0238,0,0,0,0,0,0,0,0,0.00198,0.29639,0,0,0,0,0.01642,0,0,0,0,0.00162,0,0.01655,0.0324,0.01407,0.02738,0.01215,0,0,0,0,0.05394,0,0,0,0,0,0,0,0.00507,0,0,0.01604,0,0.00845,0.06101,0,0,0,0,0,0,0,0.05058,0,0,0.12745,0,0,0.00286,0,0.02901,0.00331,0.06278,0,0.0136,0.03705,0,0,0,0,0,0,0,0.01274,0,0,0,0,0.01768,0,0.00221,0.00176,0,0.08177,0.00818,0.03614,0,0,0.01022
panHoldemania_massiliensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20087,0.19553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panBlautia_hydrogenotrophica,0,0.00253,0.01134,0,0,0,0.04579,0,0,0.01386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00293,0.00075,0,0.00195,0,0,0,0.00648,0,0,0,0,0,0.09767,0,0,0,0.24489,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.19502,0,0,0.03214,0,0,0.03593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048,0.01724,0.10408,0.2397,0,0,0,0,0,0.08594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04911,0.00535,0,0,0,0,0,0.00844,0.01232,0,0,0,0,0,0,0,0.32451,0,0,0,0,0.072,0,0,0,0.01334,0.06747,0,0,0,0,0,0,0,0,0.03233,0,0.00162,0,0,0.02765,0,0,0,0,0,0,0.00039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03583,0,0.09764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00673,0.01698,0,0,0,0.00753,0,0,0.00114,0,0,0.09784,0,0,0,0,0,0.00328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01173,0,0.01084,0,0.01406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14481,0,0.04107,0.00157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13634,0,0,0,0,0.00668,0,0,0,0,0,0,0,0,0,0,0.05409,0,0.00083,0,0,0,0,0,0,0,0,0,0,0,0.01226,0,0.36314,0.00507,0,0,0,0,0,0,0,0,0,0.02049,0,0,0.00776,0.01195,0,0,0.17307,0.60337,0.01068,0,0,0.00213,0,0,0,0.03422,0.01064,0,0.21133,0,0,0.06612,0,0.04809,0,0,0,0,0,0,0.05283,0.12579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00439,0.12017,0,0,0,0.01878,0.08714,0,0.00457,0.00567,0,0,0,0,0,0,0,0,0,0,0.00779,0,0,0,0,0,0,0,0,0,0.11866,0,0.00784,0.10529,0.27546,0,0,0,0.0444,0,0.0241,0,0,0.00373,0,0,0,0.03759,0,0,0,0,0,0,0.12183,0.00955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00329,0,0.16331,0,0,0.25379,0,0,0,0,0,0,0,0,0.01645,0,0,0,0.01286,0.02506,0,0,0,0,0,0,0.04671,0,0,0,0,0.01086,0.43031,0.01285,0,0.00088,0,0,0,0.03753,0,0,0,0.03293,0,0,0,0,0,0,0,0,0,0.15043,0.02521,0,0,0,0.00883,0,0,0.02167,0,0,0,0,0,0,0,0.01375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00529,0,0,0,0,0,0,0,0,0,0,0,0.01711,0.18071,0,0,0,0,0,0.01778,0,0,0,0,0,0,0.06156,0,0,0,0,0,0,0,0,0,0,0.03626,0,0,0,0,0,0,0,0,0,0.02519,0,0,0,0,0,0.13181,0,0.00672,0.21041,0.0247,0,0,0,0.33016,0,0,0,0,0.18903,0,0,0,0,0,0,0,0,0,0.00122,0,0.00107,0,0,0,0,0,0,0.50365,0,0,0,0
panAnaerobutyricum_hallii,0.11265,0.39314,0.44554,0.04018,0.28888,0.06043,0,0.14904,0.04018,0.9583,0.28963,0.14348,0,0,1.8773,0.0118,0.09358,0.05164,0.01744,0,0.09314,2.3113,0.09757,0.06729,0.21707,0.02488,0.02808,0,0.08084,0,0.49853,0.1578,0.03381,0.01852,0.4215,0.01424,0,0.24426,0,0.14236,0.15065,0.0115,0.19271,0.0517,0,0.3509,0.16776,0.13955,0.41709,0,0.21419,0.14999,0,0.3432,1.376,0.52716,0.48117,0.16563,5.6998,0.02837,0.00606,0.1657,0.07694,0.17667,0.34286,0.54033,0.49681,0.05351,0.19989,0.14967,0.00977,0.07808,0.07356,0.9587,0.00853,0.39587,0.13334,0,0,0.19149,0.11553,0.99029,0.13983,0.21852,0.28024,0,0.2647,0.04573,0,0,0.27609,0.01338,0.08084,0.04457,0.06915,0.35106,0,0,0.0571,0.03184,0.02234,0,0,0.00438,0,0.02249,0.04589,0.26401,0.0038,0,0,0,0,0,0.04655,0.22483,0.00072,0.17504,0.05036,0,0.10511,0.0862,0.82139,0,0.02139,0.18313,0,2.2989,0.00628,0.02585,0.007,0.13359,0,0,0.13395,0.08765,0,0.08804,0.05376,0.29923,0.92087,0.04682,0.00141,0.62107,0.53565,0.07103,0.4842,0.05934,0,0.32032,0.26649,0.0472,0,0.08634,0,0.08179,0,0.01673,0.02147,0.02925,0.02204,0.00957,0,4.7505,0.00521,0.00383,0.14336,0.03095,0.11776,0.00823,0.06266,0,0,0,0.24511,0.00557,0.09336,0.144,0,0.04508,0,0.01174,0.02119,0.00205,0.03854,0.15829,0.00264,0.02762,0.03715,0.31808,0.05045,0.4985,0.20874,0.00602,0.02008,0.00172,0.01772,0.1482,1.2793,0,0,0.46933,0.00393,0.02509,0.21214,0.00737,0.00805,0.10623,0.19209,0.33785,0.73167,0.06946,0,0.01984,0,0,0.06954,0.33043,0.03708,0.49609,0.00103,0.0743,0.46282,0.08879,0.04663,0.04849,0.11707,0,0.00307,0.00707,0.0938,0.03901,0.04549,0.47373,0.10855,0.06886,0.02394,0,0.07319,0.51529,0.12121,0,0.21492,0.13568,0.05751,0,0.1088,0,0,0.02767,0,0,0,0,0.57462,0.00227,0.09513,0,0.01568,0.39167,0.12027,0.03226,0,0,0.14559,0.05828,0,0.0445,0,0.00269,0.28984,7.4718,0.29233,0.03944,0.09969,0.16259,0.02442,0.00419,0,0.1819,0.14831,0.25226,0.05706,0.0543,0,0.24475,0,0,0,0.08237,0.78957,0.16764,0.01203,0.00068,0.20051,0.01229,0,0.09603,0.12543,0.15021,0,0.11056,0,0,0.53734,0.01106,0.16082,0.05243,0.05587,0.17599,0.18199,0,0.01095,0.51835,0,0,0.04939,0,0.2419,0.23456,0.2697,0,3.5719,0.169,0.06307,0.08675,0.00857,0,0.01474,0.03689,0,0.09827,0.03451,0.00395,0.02321,0.05227,1.6751,0.34093,0.16479,1.6073,0.20275,0.61786,0,0.07982,0,1.7002,0.1592,0.01453,0,0,0.13794,0.16212,0.20788,0.25371,0,0.09304,0.03081,0.04459,0,0.50047,0.13127,0.0207,0,0.05521,0.24392,0,0.05903,0.25924,0.35011,0.08725,0,0,0.00934,0.10835,0.09114,0.00896,0,0,1.266,0.42219,0.0068,0.20146,0.04158,0,1.2772,0.00192,0,0.02087,0.0182,0,0.0504,0.19187,1.0463,0.07204,0,0.15019,0,1.7959,0.09407,0.16275,1.043,0,0,0.05976,0.9972,1.0203,0.48218,0.00172,0.05955,0.22197,2.514,0.31848,0.09353,0,0.10168,0.13047,0.11819,0,0.00564,0.2187,0,0.0063,0,0.91044,1.809,0.09913,0.00939,0.13981,0.18352,0.33777,0.04808,0.25804,0.19391,0,0.21793,0.52278,0.0441,0.03018,0,0.03978,0.01135,0.00625,0.00401,0.16623,0,0.44539,0.00648,0,0.03802,0.02835,0.15724,0.10754,0.23846,0.08943,0.10904,0.00307,0,0.08463,0,0.07077,0,0.02419,0.0367,0.84844,0.84866,0,0.10659,0.02645,0.24703,0.88684,1.5006,0.15075,0,0.31014,0.13095,0.16509,0.1009,0,0,0,1.1679,0.11194,0.07404,0.01537,0.22967,0.60853,0.1892,0.00205,0.01066,0,0,0.19873,0.03956,0.20582,0.01832,0.08647,0,0,0.01282,0,0.16112,0.19401,0,0.04231,0.01362,0.00343,0.56499,2.7442,0,0,0.07356,0.11277,0.25476,0.05125,0.09778,0.46076,0.32902,0.01393,0.04733,0.29195,0,0.51157,0.112,0.0794,0.0564,0,0.0518,0.18907,0.03323,0,0.26133,0.04657,0.04506,0.57614,0,0.05115,0.02328,0,0.10108,0.13206,0.09716,0.05845,0.24522,0.24509,0.08917,0.10414,0.06764,0,0,0,0.05703,0,0,0,0.11461,0.04375,0,1.222,0.01399,1.6467,0,0.47935,0.18667,0.08437,0.10003,0.36267,0.00928,0,0.1,0,0.17986,2.571,0.28305,0.03869,0,0.00853,0.07096,0.84216,0,0.30238,0.55955,0.00354,0.07117,0.06837,0,0.11569,0.29966,0,0,0.42925,1.4583,1.1866,0.2483,0,0.06858,0,0.17126,0,0.14831,0.06993,0.0189,0.0275,0,0.34726,0.33466,0.3869,0.01299,0,0.13512,0.63199,0.32657,0.03096,0,0,0,0,0,0,0,0,0,0,0,0,0.05733,0,0,0,0,0,0.00687,0,0,0,0,0,0.65211,0,0,1.3847,0,0.03154,0,0
panPrevotella_salivae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03317,0.00101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066,0,0,0,0,0,0,0.0122,0,0,0,0,0.00517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057,0,0,0,0,0,0,0,0,0,0,0,0.00831,0,0,0,0,0,0,0,0,0,0,0,0.00232,0,0,0,0,0,0,0,0,0,0,0,0.00756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01509,0,0,0,0,0,0,0,0,0,0,0.00288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
