sex,12dhchol,2hb,2mbut,3aib,3dhcdchol,3dhchol,3dhdchol,3dhlchol,4aabutn,4abut,7dhcdchol,7klitchol,7ocholate,C02356,C02528,CE1273,CE1292,CE2345,CE3038,HC02191,HC02192,HC02193,HC02194,HC02195,HC02196,HC02197,HC02198,L2aadp,Lkynr,M01989,ac,ach,ala_L,amet,arg_L,asn_L,asp_L,but,ca24g,ca3s,cdca24g,cdca3g,chol,cholate,chsterol,chsterols,coprost,creat,cspg_d,cys_L,dca24g,dca3g,dca3s,dchac,ddeccrn,dgchol,dhcholestanate,dopa,dopasf,duri,fald,for,g3pc,gca3s,gcdca3s,gchola,gdca3s,glc_D,gln_L,glu_L,gly,glyb,gthox,gudca3s,hca24g,hca6g,hdca24g,hdca6g,his_L,hista,hyochol,hyptaur,icdchol,ile_L,ind3ac,indole,inds,isobut,isochol,isoval,lac_L,lca24g,lca3g,lca3s,leu_L,lineth,lys_L,met_L,mlthf,nrpphr,nrpphrsf,orn,pchol_hs,pcs,phe_L,ppa,pro_L,ptrc,sarcs,ser_L,sphmyln_hs,sprm,srtn,taur,tca3s,tcdca3s,tchola,tdca3s,tdchola,tdechola,thcholstoic,thr_L,thyochol,trp_L,tudca3s,tyr_L,uchol,udca3s,udpglcur,urate,uri,val_L,xmp,xol24oh,xol25oh,xol27oh,xol7ah3,xol7aone,xoldiolone,xoltri24,xoltri25,xoltri27,xtsn
1,0,10066.65527,0,1699.277895,0,0,0,-3.31E-12,1699.284421,1699.275874,0,0.3010176,0,98.77670906,24.19085852,0,0.01008,0.01008,0.01008,0,0,0,0,24.19085852,24.19085852,0,0,40.23572438,5.452024899,0,24988.31586,1608.320352,1699.275874,56.72960705,461.8442706,849.6379369,1699.275874,31.60110773,24.98931373,24.98931373,24.19085852,24.19085852,1577.592445,24.98931373,1234.305876,186.1260362,0,615.7923607,37.22520725,136.1260362,24.98931373,24.98931373,0,0,50,24.19085852,658.5417405,43.20058799,43.20058799,849.6379369,5338.627746,4386.653212,1358.222937,24.98931373,24.19085855,24.98931373,24.98931373,7512.902643,849.6379369,1699.275874,1699.275874,1555.684531,68.06301812,24.19085852,24.19085852,24.19085852,-1.88E-13,0,66.69808614,116.6980861,24.19085852,214.7857112,0,34.51004693,5.452024899,0,0,0,0,0,16658.87724,0,0,0,55.70105702,0.00424336,39.36136717,56.72960705,69.99953975,43.20058799,43.20058799,849.6379369,112.9736354,0,24.58952987,15143.45796,1699.275874,849.6379369,1699.283321,1699.275874,120.0668328,19.99751619,5.452022306,214.7857112,24.98931373,24.19085852,24.98931373,24.98931373,24.19085852,24.98931373,587.1325982,30.73378787,24.19085852,5.452022306,24.19085852,43.20058799,0,24.19085852,800.213647,430.2634712,849.6379369,44.97645617,430.2364467,2.385502133,805.9071892,10.43766209,668.3263158,1217.824029,4.10310144,1220.910043,0.01008,1201.425634,430.2364467
0,0,4732.08253,0,1642.404,0,0,0,-2.47E-12,1642.401142,1642.399134,0,0.316510535,0,87.54352321,24.22279673,0,0.01008,0.01008,0.01008,0,0,0,0,24.22279673,24.22279673,0,0,39.43253494,5.453624241,0,10258.40208,1456.318646,1642.399134,278.1896039,447.6466724,821.1995668,1642.399134,31.60110773,25.18094298,25.18094298,24.22279673,24.22279673,1486.372752,25.18094298,553.4662929,2.555725593,0,596.8622298,37.39966102,136.9983051,25.18094298,25.18094298,0,0,50,24.22279673,488.4694774,43.25096891,43.25096891,821.1995668,4684.53916,4409.954704,1186.423812,25.18094298,24.22279673,25.18094298,25.18094298,2761.553921,821.1995668,1642.399134,1642.399134,1488.543453,68.49915256,24.22279673,24.22279673,24.22279673,0,0,66.71328229,116.7132823,24.22279673,215.65798,0,34.54443389,5.453624241,0,0,0,0,0,6617.040013,0,0,1.32E-12,55.76662728,0.00424336,39.43253494,531.0876809,69.99961186,43.25096891,43.25096891,821.1995668,116.6365658,0,24.62071944,5804.573966,1642.399134,821.1995668,1642.407476,1642.399134,190.4883043,20.10155665,5.453624241,215.65798,25.18094298,24.22279673,25.18094298,25.18094298,24.22279673,25.18094298,463.2555867,30.77137229,24.22279673,5.453624241,24.22279673,43.25096891,0,24.22279673,757.8930793,416.0647678,821.1995668,45.01884042,416.0319626,11.35483004,475.1291264,481.3505767,550.406576,553.6771463,8.847578212,551.5011893,0.01008,536.1751879,416.0319626
